,id,eqn
2647,1803.01370,"
\frac{\min_{\bs \in \nabla \hat f\left(\bp^{(i + 1)}\right) + \partial \hat
g\left( \bp^{(i+ 1)} \right)}
	\left\|\bs \right\|^2}{2 c_2} \geq Q\left(\bp^{(i + 1)}\right) - Q^*
	\label{eq:kl}
	"
2648,1803.01370,"
		\psi_i \bd^* = \nabla \hat f\left(\bp^{(i)}\right) + \bs_{i+1},
		\label{eq:dopt}
	"
2649,1805.10408,"}
\def\eeq{"
2650,1805.10408,"}
\def\eeq{"
2651,1805.10408,"
% \label{eqn:Q}
% Q \eqdef F \otimes F.
% "
2652,1805.10408," 
\label{eqn:singular-values}
    \left\{ \left| (F^T K F)_{u,v} \right|
            \;:\;  u, v \in [n]
            \right\}.
"
2653,1805.10408,"
% \label{e:sigmaM}
% \sigma(M)
%  = 
% \bigcup_{u \in [n], v \in [n]} \sigma \left(
%                \left((F^T K_{:,:,c,d} F)_{u,v}\right)_{c d}
%              \right).
% "
2654,1805.10408,"
\label{e:sigmaM}
\sigma(M)
 = 
\bigcup_{u \in [n], v \in [n]} \sigma \left(P^{(u,v)}
             \right).
"
2655,1805.10408,"
\label{e:diagonal.elements}
\{ (F^T K_{:,:,c,d} F)_{u, v} : u, v \in [n] \}.
"
2656,1805.10408,"
% \label{eqn:Qs}
% Q_{\mathcal{S}} = \frac{1}{n} (F \otimes F)
% "
2657,1805.10407," \label{eq:likelihood}
L_{likelihood} (\theta) = - \log p(\y_L \mid X_L, \theta)
"
2658,1805.10407," \label{eq:regbayes}
\textbf{RegBayes:} \inf_{q(M| \mathcal{D}) \in \mathcal{P}_{prob}} \mathcal{L}(q(M | \mathcal{D})) + \Omega (q(M | \mathcal{D}))
"
2659,1805.10407,"
L_{semisup} (\theta) = \frac{1}{n} L_{likelihood} (\theta) + \frac{\alpha}{m} L_{variance} (\theta)
"
2660,1805.10407,"
L_{variance} (\theta) = \sum_{x \in X_U} \text{Var}(f(x))
"
2661,1805.10407," \label{eq:regbayes2}
\textbf{RegBayes:} \inf_{q(M| \mathcal{D}) \in \mathcal{P}_{post}(\xi), \xi} \mathcal{L}(q(M | \mathcal{D})) + U(\xi).
"
2662,1804.07795,"\label{eqn:stock_subgrad}
x_{k+1}=x_k-\alpha_k \Big(y_k +  \xi_k\Big)\qquad \textrm{with}\qquad y_k\in \partial f(x_k).%\qquad \textrm{for arbitrary}\qquad G(x_k\in F(x_k).$$
"
2663,1804.07795,"\label{eqn:main_chain_rule}
\tfrac{d}{dt}(f\circ x)=\langle \partial f(x),\dot{x} \rangle \qquad \textrm{for a.e. }t\geq 0.
"
2664,1804.07795,"\label{eqn:descent}
f(x(0))-f(x(t))=\int^t_{\tau=0} \dist^2(0;\partial f(x(\tau))) \qquad \textrm{for all }t\geq 0.
"
2665,1804.07795," %\label{eqn:stoc_prox_subgrad}
\left\{\begin{aligned}
&\textrm{Sample an estimator }\zeta_k \textrm{ of } \partial f(x_k)\\
&\textrm{Select }x_{k+1} \in \argmin_{x\in \cX} ~\left\{\langle \zeta_k,x\rangle+g(x) +\tfrac{1}{2\alpha_k}\|x-x_k\|^2\right\}
\end{aligned}\right\}.
"
2666,1804.07795,"\label{eqn:diff_incl}
\dot x(t) \in G(x(t)) \qquad \textrm{for a.e.}~ t \geq 0.
"
2667,1804.07795,"\label{eqn:Euler_rec}
x_{k+1}=x_k+\alpha_k (y_k +  \xi_k).
"
2668,1804.07795,"\label{eqn:desr_path}
x(t):=x_k+\frac{t-t_k}{t_{k+1}-t_k}(x_{k+1}-x_k)\qquad\textrm{ for }t\in [t_k,t_{k+1}).
"
2669,1804.07795,"\label{eqn:incl_solve}
0\in G(z).
"
2670,1804.07795,"\label{eqn:lfls}
\lf_{t\to\infty} \varphi(x(t))=\lf_{k\to\infty} \varphi(x_k)\qquad \textrm{ and }\qquad \lims_{t\to\infty} \varphi(x(t))=\lims_{k\to\infty}\varphi(x_k).
"
2671,1804.07795,"\label{eqn:rand_ineq_cont}
\epsilon\geq \varphi(x_{i_{j}})\geq \varphi(x_{i_{j}+1})+(\varphi(x_{i_{j}})-\varphi(x_{i_{j}+1}))\geq \epsilon+[\varphi(x_{i_{j}})-\varphi(z(0))]-[\varphi(x_{i_{j}+1})-\varphi(z(0))].
"
2672,1804.07795,"\label{ean:main_opt_prob}
\min_{x\in\R^d}~f(x),
"
2673,1804.07795," \label{eqn:subgrad_follow}
\dot{z}(t)\in -\partial f(z(t))\qquad \textrm{for a.e. }t\geq 0,
"
2674,1804.07795,"\label{eqn:Euler_rec_clarke}
x_{k+1}=x_k-\alpha_k (y_k +  \xi_{k})\qquad \textrm{with}\qquad y_k\in \partial f(x_k),
"
2675,1804.07795,"\label{eqn:lyap}
	f(z(0))-f(z(t))= \int_{0}^t \dist^2\left(0;\partial f(z(\tau))\right)\,d\tau,\qquad \forall t\geq 0.
	"
2676,1804.07795,"\label{eqn:get_min_grad}
0=\langle \partial f(z(t))-\partial f(z(t)),\dot{z}(t)\rangle.
"
2677,1804.07795,"\label{eqn:proj_norm_form}
(v,-1)\in N_M(x,f(x))\qquad \textrm{for all}\quad v\in \partial f(x),
"
2678,1804.07795,"\label{eqn:subdiff_inclusion}
\partial f(x)\subset \nabla g(x)+N_{\mathcal{M}}(x),
"
2679,1804.07795,"\label{eqn:implication_tan}
x(t)\in \mathcal{M}_i\quad \Longrightarrow \quad \dot{x}(t)\in T_{\mathcal{M}_i}(x(t)).
"
2680,1804.07795,"\label{eqn:comp_prob}
\min_{x\in\cX}~ \varphi(x):=f(x) + g(x),
"
2681,1804.07795,"\label{eqn:critical}
0\in \partial f(x)+\partial g(x)+N_{\cX}(x).
"
2682,1804.07795," 
\dot{z}(t)\in -(\partial f+\partial g+N_{\cX})(z(t))\qquad \textrm{for a.e. }t\geq 0,
"
2683,1804.07795,"\label{eqn:stoc_prox_subgrad}
\left\{\begin{aligned}
&\textrm{Sample }\omega_k\sim P\\
&x_{k+1} = T_{\alpha_k}(x_k - \alpha_k\zeta(x_k, \omega_k)).
\end{aligned}\right\}.
"
2684,1804.07795,"\label{eqn:weird_composg}
 G(x)=-\partial f(x)-\partial g(x)-N_{\cX}(x).
"
2685,1804.07795,"\label{eqn:lyap2}
	\varphi(z(0))-\varphi(z(t))= \int_{0}^t \dist^2\left(0;G(z(\tau))\right)\,d\tau,\qquad \forall t\geq 0.
	"
2686,1805.10399,"
\label{eqn:obj}
\mathit{score}(V', E'; \boldsymbol{\theta},\boldsymbol{\psi}) = \displaystyle \sum_{v \in V'} {{\boldsymbol\theta ^{\top}}\mathbf{f}(v)} + \sum_{e \in {E'}} {{\boldsymbol\psi ^{\top}}\mathbf{g}(e)}
% \\ 
%\label{eqn:decode}
%(\mathbf{v}^*, \mathbf{e}^*)} & = \mathop {\arg \max }\limits_{(\mathbf{v}, \mathbf{e}) \in G} \quad score(\mathbf{v}, \mathbf{e})
"
2687,1805.10399,"
\label{eqn:obj2}
\displaystyle \sum_{i=1}^N v_i \underbrace{{\boldsymbol\theta
    ^{\top}}\mathbf{f}(i)}_{\mbox{node score}} + \sum_{(i,j) \in E}
e_{i,j} \underbrace{{\boldsymbol\psi
    ^{\top}}\mathbf{g}(i,j)}_{\mbox{edge score}}
% \\ 
%\label{eqn:decode}
%(\mathbf{v}^*, \mathbf{e}^*)} & = \mathop {\arg \max }\limits_{(\mathbf{v}, \mathbf{e}) \in G} \quad score(\mathbf{v}, \mathbf{e})
"
2688,1805.10399,"
{v_i} - {e_{i,j}} \ge 0, \quad {v_j} - {e_{i,j}} \ge 0, \quad \forall
i,j \le N 
\label{eqn:constr_node}
"
2689,1805.10399,"
\label{eqn:constr_edge}
\sum_{j} {e_{i,j} \le 1},  \quad \forall j \le N.
"
2690,1805.10399,"
\label{eqn:constr_len}\sum_{i} \sum_{j} {e_{i,j} = L}
"
2691,1805.10399,"
\beta^{(t+1)} \leftarrow \beta^{(t)} - \frac{\eta}{\sqrt{\sum_{\tau=1}^t
    (g^{(\tau)})^2}} g^{(t)}
"
2692,1803.07710,"
	p(\vx)=\frac{1}{Z}\prod_{\alpha\in \mathcal{F}}\psi_\alpha(\vx_\alpha)
	"
2693,1803.07710,"
	B_\alpha(\vx_\alpha)=\frac{1}{Z}\psi_\alpha(\vx_\alpha)\prod_{i\in N\alpha}\mu_{i\to\alpha}(x_i)
	"
2694,1803.07710,"
p(\vx)=\tfrac{1}{Z}\exp{(\vb\cdot\vx+\vx \cdot J\cdot\vx)}
"
2695,1803.07710,"
\mu_{ij}(x_j)=\sum_{x_i}e^{J_{ij}x_ix_j+b_i x_i}\prod_{k\in N_i\setminus j}\mu_{ki}(x_i)
\label{eq:binaryBP}
"
2696,1803.07710,"
\vm_{i \rightarrow j}^{t+1} = \mathcal{M}(\vh_i^t, \vh_j^t, \varepsilon_{ij})
\label{eq:GNN_message}
"
2697,1805.10354,"
% x + y = z
% "
2698,1805.10338,"
R(\y) = \alpha \log P_Y(\y) + (1 - \alpha) \log P_{\theta}(\x | \y)
"
2699,1805.10338,"
\nabla_{\theta} \mathbb{E}_{\y|\x}[R]  \approx \frac{1}{K} \displaystyle \sum_{i} 
R(\y_i)  \nabla_{\theta} \log P_{\theta}(\y_i | \x)   + (1 - \alpha) 
  \nabla_{\theta} \log P_{\theta}(\x | \y_i)
"
2700,1805.10338,"
  r_1 = \log P_{Y}(\y) = \displaystyle \sum_{i=1}^N \log  P_{Y}(y_i | y_1, \ldots, y_{i-1}) 
"
2701,1805.10338,"  
r_2 = \log P_{\theta}(\x| \y) = \sum_{i=1}^M \log P_{\theta}(x_i | x_1, \ldots, x_{i-1}, h_0,
h_1, \ldots, h_N)
"
2702,1804.06481,"
    \begin{split}
        \textbf{v}_1 &= \beta \textbf{v}_0 + \frac{\partial \mathcal{L} (\textbf{w}_0^T \textbf{x}_1, y_1)}{\partial \textbf{w}_0} \\
        \textbf{v}_2 &= \beta \textbf{v}_1 + \frac{\partial \mathcal{L} (\textbf{w}_1^T \textbf{x}_2, y_2)}{\partial \textbf{w}_1} \\
            &= \beta^2 \textbf{v}_0 + \Big[ \beta \frac{\partial \mathcal{L} (\textbf{w}_0^T \textbf{x}_1, y_1)}{\partial \textbf{w}_0} + \frac{\partial \mathcal{L} (\textbf{w}_1^T \textbf{x}_2, y_2)}{\partial \textbf{w}_1} \Big] \\
        &\hdots \\
        \textbf{v}_t &= \beta^t \textbf{v}_0 + \sum^t_{s=1}{\beta^{t-s} \frac{\partial \mathcal{L}(\textbf{w}_{s-1}^T\textbf{x}_{s}, y_s)}{\partial \textbf{w}_{s-1}}}
    \end{split}
"
2703,1804.06481," \label{LearnerUpdate}
    \textbf{w}_{t} \leftarrow \textbf{w}_{t-1} - \eta_t \textbf{v}_t 
"
2704,1804.06481,"
    \begin{split}
        \min || \textbf{w}_t - \textbf{w}_* ||_2^2  
    \end{split}
"
2705,1804.06481,"
    \begin{split}
        \mathcal{O}(\textbf{x}_t,y_t)  =&\norm{ \textbf{w}_t - \textbf{w}_* }_2^2  \\
        = & \norm{ \textbf{w}_{t-1} - \textbf{w}_* }_2^2 + \eta_t^2 \underbrace{\norm{ \sum_{s=1}^t  \beta^{t-s} \frac{\partial \mathcal{L}(\textbf{w}_{s-1}^T \textbf{x}_s, y_s)}{\partial \textbf{w}_{s-1}} }_2^2}_\text{$T_1$: Diversity of the teaching sequence} \\
         - & 2\eta_t \underbrace{\bigg< \textbf{w}_{t-1} - \textbf{w}_*, \sum^{t}_{s=1} \beta^{t-s} \frac{\partial \mathcal{L}(\textbf{w}_{s-1}^T \textbf{x}_s, y_s)}{\partial \textbf{w}_{s-1}} \bigg>}_\text{$T_2$: Usefulness of the teaching sequence}
    \end{split}
"
2706,1804.06481,"
    \begin{split}
        T_1 &= \sum^t_{s=1} \beta^{2(t-s)} \norm{\frac{\partial \mathcal{L}(\textbf{w}_{s-1}^T \textbf{x}_s, y_s)}{\partial \textbf{w}_{s-1}}}^2_2\\
        &+ \sum^t_{s=1}\sum^t_{r\neq s} \beta^{2t-s-r} \bigg< \frac{\partial \mathcal{L}(\textbf{w}_{s-1}^T \textbf{x}_s, y_s)}{\partial \textbf{w}_{s-1}}, \frac{\partial \mathcal{L}(\textbf{w}_{r-1}^T \textbf{x}_r, y_r)}{\partial \textbf{w}_{r-1}} \bigg>
    \end{split}
"
2707,1804.06481,"
    \begin{split}
        &\min_{(\textbf{x}_t, y_t)} \; T_1 \\
        \Leftrightarrow  &\min_{(\textbf{x}_t, y_t) } \bigg( \frac{y_t}{1+\mathrm{exp}(y_t\textbf{w}_{t-1}^T \textbf{x}_t)} \bigg)^2 \norm{\textbf{x}_t}_2^2\\
        &+ \sum^{t-1}_{s=1} 2\beta^{t-s} \bigg[ \frac{y_s y_t}{\Big(1+\mathrm{exp}(y_s\textbf{w}_{s-1}^T \textbf{x}_s)\Big) \Big(1+\mathrm{exp}(y_t\textbf{w}_{t-1}^T \textbf{x}_t)\Big)} \bigg] \textbf{x}^T_s \textbf{x}_t
    \end{split}
"
2708,1804.06481,"
    \begin{split}
        &\max_{(\textbf{x}_t, y_t) } \; T_2\\ 
        \Leftrightarrow &\max_{(\textbf{x}_t, y_t) }  \sum^{t-1}_{s=1} \beta^{t-s} \bigg< \textbf{w}_{t-1} - \textbf{w}_*, \frac{\partial \mathcal{L}(\textbf{w}_{s-1}^T \textbf{x}_s, y_s)}{\partial \textbf{w}_{s-1}} \bigg> \\
        &+ \bigg< \textbf{w}_{t-1} - \textbf{w}_*, \frac{\partial \mathcal{L}(\textbf{w}_{t-1}^T \textbf{x}_t, y_t)}{\partial \textbf{w}_{t-1}} \bigg> \\
        \Leftrightarrow &\max_{(\textbf{x}_t, y_t) } \bigg< \textbf{w}_{t-1} - \textbf{w}_*, \frac{-y_t \textbf{x}_t}{1+\mathrm{exp}(y_t\textbf{w}_{t-1}^T \textbf{x}_t)} \bigg>
    \end{split}
"
2709,1804.06481," \label{overallOBJ}
    \begin{split}
        &\min_{(\textbf{x}_t, y_t)} \mathcal{O}(\textbf{x}_t,y_t) \\
        \Leftrightarrow &\min_{(\textbf{x}_t, y_t)} \eta_t^2 \bigg[ \big< y_t f_t \textbf{x}_t, y_t f_t \textbf{x}_t \big> + 2\sum^{t-1}_{s=1} \beta^{t-s} \big< y_s f_s \textbf{x}_s, y_t f_t \textbf{x}_t \big>  \bigg] \\
        &-2\eta_t \big< \textbf{w}_{t-1}-\textbf{w}_*, -y_t f_t \textbf{x}_t \big> \\
        \Leftrightarrow &\min_{(\textbf{x}_t, y_t) } \eta_t^2 \norm{y_t f_t \textbf{x}_t - \textbf{v}_{t-1}}^2_2 - 2\eta_t \big< \textbf{w}_* -\textbf{w}_{t-1}, y_t f_t \textbf{x}_t \big>
    \end{split}
"
2710,1804.06481," \label{overallOBJ}
%    \begin{split}
%        &\min_{(\textbf{x}_t, y_t)} \eta_t^2 \bigg[ \big< y_t f_t \textbf{x}_t, y_t f_t \textbf{x}_t \big> + 2\sum^{t-1}_{s=1} \beta^{t-s} \big< y_s f_s \textbf{x}_s, y_t f_t \textbf{x}_t \big>  \bigg] \\
%        &-2\eta_t \big< \textbf{w}_{t-1}-\textbf{w}_*, -y_t f_t \textbf{x}_t \big> \\
%        \Leftrightarrow &\min_{(\textbf{x}_t, y_t) } \eta_t^2 \bigg[ \big< y_t f_t \textbf{x}_t, y_t f_t \textbf{x}_t \big> - 2\big<  y_t f_t \textbf{x}_t, \textbf{v}_{t-1} + \frac{\textbf{w}_* - \textbf{w}_{t-1}}{\eta_t} \big> \bigg]\\
%        \min_{(\textbf{x}_t, y_t) } \eta_t^2 \norm{y_t f_t \textbf{x}_t - \big( \textbf{v}_{t-1} +\frac{\textbf{w}_* - \textbf{w}_{t-1}}{\eta_t} \big)}_2^2 - \eta_t^2 \norm{\textbf{v}_{t-1} +\frac{\textbf{w}_* - \textbf{w}_{t-1}}{\eta_t} }_2^2\\
%    \end{split}
%"
2711,1804.06481,"
        \begin{split}
            \mathcal{O}(\textbf{x}_t, y_t) &= \eta_t^2 \bigg[ \norm{\textbf{a}_t}_2^2 - 2\bigg< \textbf{a}_t, \textbf{v}_{t-1} + \frac{\textbf{w}_* - \textbf{w}_{t-1}}{\eta_t} \bigg> \bigg]\\
            &= \eta_t^2 \norm{\textbf{a}_t - \bigg( \textbf{v}_{t-1} + \frac{\textbf{w}_* - \textbf{w}_{t-1}}{\eta_t} \bigg)}_2^2 \\
            &- \eta_t^2 \norm{\textbf{v}_{t-1} + \frac{\textbf{w}_* - \textbf{w}_{t-1}}{\eta_t} }_2^2\\
        \end{split}
    "
2712,1804.06481," \label{JEDI_Omni_alg}
    \hspace{5mm}
    (\textbf{x}_t, y_t) = \argmin_{(\textbf{x}, y) \in \Phi } \norm{y f \textbf{x} - \bigg( \textbf{v}_{t-1} + \frac{\textbf{w}_* - \textbf{w}_{t-1}}{\eta_t} \bigg)}_2^2
"
2713,1804.06481,"
%        \tilde{y}_{t-1} = \mathrm{sign}\bigg( \sum^{t-1}_{s=1} \beta^{t-s} f_s y_s \bigg)
%    "
2714,1804.06481,"
%        \tilde{\textbf{x}}_{t-1} = \sum^{t-1}_{s=1} \beta^{t-s} y_s \textbf{x}_s
%    "
2715,1804.06481,"
%        \tilde{f}_{t-1} = \frac{\sum^{t-1}_{s=1} \beta^{t-s} f_s}{\sum^{t-1}_{s=1} \beta^{t-s}}
%    "
2716,1804.06481,"
    \bigg< \textbf{w}_{t-1} - \textbf{w}_*, \frac{\partial \mathcal{L}(\textbf{w}_{t-1}^T \textbf{x}_t, y_t)}{\partial \textbf{w}_{t-1}} \bigg> \geq \mathcal{L}(\textbf{w}_{t-1}^T \textbf{x}_t, y_t) - \mathcal{L}(\textbf{w}_*^T \textbf{x}_t, y_t)
"
2717,1804.06481," \label{harmonic}
    F_u = (D_{uu} - A_{uu})^{-1}A_{ul}F_l
"
2718,1804.06481,"
    A_{ij} = \mathrm{exp}\bigg( -\sum_{d=1}^m \frac{(\textbf{x}_{id} - \textbf{x}_{jd})^2 }{\sigma_d^2} \bigg)
"
2719,1804.06481,"
    \begin{split}
        P(y=1|\textbf{x}, \mathcal{D}_{t-1}) &= p = \frac{1}{1+\mathrm{exp}(-\textbf{w}^T \textbf{x})}\\
        P(y=-1|\textbf{x}, \mathcal{D}_{t-1}) &= 1-p = \frac{1}{1+\mathrm{exp}(\textbf{w}^T \textbf{x})}
    \end{split}
"
2720,1804.06481," \label{JEDIharmonic}
    \begin{split}
        \hspace{5mm}
        (\textbf{x}_t,y_t) = \argmin_{(\textbf{x}, y) \in \Phi } \eta_t^2 \norm{y f \textbf{x} - \textbf{v}_{t-1}}^2_2 - 2\eta_t \mathrm{log} \frac{1+\mathrm{exp}(-y \textbf{w}_{t-1}^T \textbf{x})}{1+\mathrm{exp}(-y \textbf{w}_{*}^T \textbf{x})}
    \end{split}
"
2721,1804.06481,"
    \begin{split}
        p_+(\textbf{x}) &= \frac{2}{3} \mathcal{N}(\textbf{x}|\mu_1, \Sigma_1) + \frac{1}{3} \mathcal{N}(\textbf{x}|\mu_2, \Sigma_2) \\
        p_-(\textbf{x}) &= \frac{2}{3} \mathcal{N}(\textbf{x}|\mu_3, \Sigma_1) + \frac{1}{3} \mathcal{N}(\textbf{x}|\mu_4, \Sigma_2)
    \end{split}
"
2722,1805.10318,"
u(d, c) = \EE \left[Y d(X, Z) - c \, d(X, Z)\right] = \EE \left[ d(X, Z) \left(P_{Y | X, Z} - c\right) \right]\label{eq:utility}
"
2723,1805.10318,"
b_{z}(d, c) = \EE \left[ f(d(X, Z = z)) \right].
"
2724,1805.10318," \label{eq:optimal-unconstrained}
d^{*}(X, Z) = 
     \begin{cases}
       1 &\quad \text{ if } p_{Y=1 | X, Z} \geq c \\
       0 &\quad \text{ otherwise. }
     \end{cases}
"
2725,1805.10318," \label{eq:optimal-constrained}
d^{*}(X, Z) = 
     \begin{cases}
       1 &\quad \text{ if } p_{Y=1 | X, Z} \geq \theta_{Z} \\
       0 &\quad \text{ otherwise, }
     \end{cases} 
"
2726,1805.10318," \label{eq:biased-decision-makers}
d_v(X, Z) = 
     \begin{cases}
       1 &\quad \text{ if } p_{Y=1 | X, Z} \geq \theta_{V, Z} \\
       0 &\quad \text{ otherwise, }
     \end{cases}
"
2727,1805.10318,"
u_{\leq T}(\{ d_{v_i(t)} \}_{i, t}, c) = \frac{1}{mT}\sum_{t=1}^{T} \sum_{i=1}^{m} d_{v_{i}(t)}(x_{i}(t), z_{i}(t)) (p_{Y=1 | x_i(t), z_i(t)} - c),
%& = \sum_{t=1}^{T} \sum_{i=1}^{m} \II\left[p_{Y = 1 | x_i(t), z_i(t)} \geq \theta_{v_i(t), z_i(t)}\right] (p_{Y=1 | x_i(t), z_i(t)} - c).
"
2728,1805.10318,"
% u_{\leq T}(d^{*}, c) = \sum_{t=1}^{T} \sum_{i=1}^{m} d^{*}(x_{i}(t), z_{i}(t)) (p_{Y=1 | x_i(t), z_i(t)} - c) = \sum_{t=1}^{T} \sum_{i=1}^{m} \II\left[p_{Y = 1 | x_i(t), z_i(t)} \geq c\right] (p_{Y=1 | x_i(t), z_i(t)} - c),
% "
2729,1805.10318,"
\max(0, \theta^L_{v, z}(t)) \leq \theta_{v, z}(t) \leq \min(1, \theta^H_{v, z}(t)),
"
2730,1805.10318,"
p(\theta_{v, z}(t) | \mathcal{D}(t))
= \frac{\Gamma(\alpha+\beta) (\theta^H_{v, z}(t)-\theta_{v, z}(t))^{\alpha-1} (\theta_{v, z}(t)-\theta^L_{v, z}(t))^{\beta-1}}{\Gamma(\alpha)\Gamma(\beta) (\theta^H_{v, z}(t)-\theta^L_{v, z}(t))^{\alpha+\beta-1}}, \label{eq:theta-posterior}
"
2731,1805.10318," \label{eq:regret}
R(T) = u_{\leq T}(\{ d_{v_i(t)} \}_{i, t}, c) - u_{\leq T}(\{ d_{v^{*}_i(t)} \}_{i, t}, c),
"
2732,1805.10318,"
DI(d^{*}, c) = | b_{z=1}(d^{*}, c) - b_{z=0}(d^{*}, c) | \leq \alpha. \label{eq:ip}
"
2733,1805.10318,"
DI_t(d, c) = \frac{1}{m} \left| b_{t, z=1}(d, c)  - b_{t, z=0}(d, c) \right|.
"
2734,1805.10318,"
% DI_{\leq T}(d, c) = \frac{1}{m T} \left|\sum_{t=1}^{T} b_{t, z=1}(d, c) - \sum_{t=1}^{T} b_{t, z=0}(d, c) \right|,
% "
2735,1805.10318,"
% DI_t(d, c) = \frac{1}{m} \left| b_{t, z=1}(d, c)  - b_{t, z=0}(d, c) \right|.
% "
2736,1805.10267,"
P(c_j) =\sum_{i\in ensemble}w_iP_i(c_j)
"
2737,1805.10267,"
c = \argmax_{c_j} P(c_j)
"
2738,1805.10255,"\label{eq:maxa}
\widehat{x}^* ~\approx~ x^* ~=~ \argmax{x}~b(x)~.
"
2739,1805.10212,"
\label{eq: majority vote 1} B_{\ro\P}(\mathbf{x})=\sum_{\view=1}^\nviews \rho_v\sum_{j=1}^{n_\view} \pi_{\view,j}\, h_{\view,j}(\obsel{\view})
"
2740,1805.10212,"
\label{eq:LogLoss}
\hat \Loss_m(B_{\ro\P},\Trn)  = \frac{a}{m} \sum_{i=1}^{m}  \ln\Big(1 + \exp\big(- y_i B_{\ro\P}(\mathbf{x}_i)\big)\Big),
"
2741,1805.10212,"
\label{eq:Q}
   \mathcal{Q}_0 = \left\{ \q\in\Omega \Bigg| q_i = \sigma \left( y_i \sum_{v=1}^{V}  \rho_v  \sum_{j=1}^{n_v} \pi_{v,j} h_{\view,j}(\obsel{\view}_i)  \right)  ; \ro, \P\right\}.
"
2742,1805.10212,"
\label{eq:qt}
\q^{(t+1)}=L_F(\q_0,\sum_{v=1}^\nviews  \rho^{(t+1)}_\view\m_v(\pp^{(t)}_\view+~\boldsymbol{\delta}_\view^{(t)})),
"
2743,1805.10212,"
\label{eq:At}
A^{(t)}=- \sum_{v=1}^{V}  \rho^{(t+1)}_v \sum_{j=1}^{n_v} \bigg(\sqrt{W_{v,j}^{(t)+}} - \sqrt{W_{v,j}^{(t)-}}\bigg)^{2}.
"
2744,1805.10206,"\label{eqDifferentialEntropy}
  H[f] := - \int_{\R} f(x) \log f(x) \di x,
"
2745,1805.10206,"\label{eqGaussEntropy}
  \eta(\sigma^2)
  := \frac{1}{2} \bigl(1 + \log(2\pi \sigma^2)\bigr).
"
2746,1805.10206,"\label{m-spacing}
  H_{m, n}(y)
  = \frac{1}{n} \sum_{i=1}^{n-m} \log\Bigl(\frac{n}{m}\, \Delta_m y_i \Bigr)
    - \digamma(m) + \log(m),
"
2747,1805.10206,"\label{eqIterative}
                    w^\ast = \argmax_{w \in \R^p,\, w^\top w = 1}
                        \hat J^\ast(Dw),
                "
2748,1805.10206,"\label{eqConstraints}
  c_i
  := \Ex_f K_i(X)
  = \int f(x) K_i(x) \di x
"
2749,1805.10206,"\label{eqf0}
        f_0(x) = A \exp\Bigl(\kappa x + \zeta x^2 + a K(x) \Bigr),
"
2750,1805.10206,"\label{eqhatf0}
                        \hat f_0(x) = \varphi(x) \bigl(1 + c K(x)\bigr)
                "
2751,1805.10206,"\label{eqHatJHatf0}
                        \hat J[\hat f_0] = \frac{1}{C} \bigl(
                                        \Ex_f G(Y) - \Ex_\varphi G(Z)
                                        \bigr)^2,
                "
2752,1805.10206,"\label{eqHatJStarY}
                        \hat J^\ast(y) = \Bigl(\frac{1}{n} \sum_{j = 1}^n G(y_j)
                        - \frac{1}{L} \sum_{j = 1}^L G(z_j)\Bigr)^2,
                "
2753,1805.10206,"\label{eqAsmpKBoundedBelow}
                h^\top K(x) \geq -\frac{1}{2}
        "
2754,1805.10206,"\label{eqKiBoundingConstraint}
        \lvert K_i(x) \rvert \leq B_i (1 + x^2),
"
2755,1805.10206,"\label{eqMaxEntropyDensity}
        f_0(x) = A \exp\left(\kappa x + \zeta x^2 + \sum_{i = 1}^I a_i K_i(x)\right)
"
2756,1805.10206,"\label{eqDefnFunctionalDerivative}
                \int_{\R} \frac{\delta F}{\delta g}(x) \phi(x) \di x
                        := \frac{\di}{\di \varepsilon} F[g + \varepsilon \phi]
                    \Bigr\vert_{\varepsilon = 0}
                        = \lim_{\varepsilon \downarrow 0}
                    \Bigl(\frac{F[g + \varepsilon \phi] - F[g]}
                            {\varepsilon} \Bigr),
"
2757,1805.10206,"\label{eqLimitOfDiracDeltasExpectation}
          \Ex_f K_i(x) =: c_i \rightarrow
                  \frac{1}{2} \bigl(K_i(-1) + K_i(1) \bigr),
  "
2758,1805.10206,"\label{eqExf0Ki}
          c_i = \int K_i(x) f_0(x) \di x,
  "
2759,1805.10206,"\label{eqIFTDg}
        D g(x)
            = -D_y F\bigl(x, \,g(x)\bigr)^{-1}
                D_x F\bigl(x, \, g(x) \bigr).
"
2760,1805.10206,"\label{eqDefnFunctionY}
        y(x) := \kappa x + (\zeta + \frac{1}{2}) x^2 + \sum_{i=1}^I a_i K_i(x),
"
2761,1805.10206,"\label{eqDefnFunctionR}
        r(x) := e^x - 1 - x.
"
2762,1805.10206,"\label{eqf0Rearranged}
        f_0(x) = \varphi(x) \cdot \sqrt{2 \pi} A e^{y(x)}.
"
2763,1805.10206,"\label{eqRxBound}
    r(\varepsilon \,y) \leq \varepsilon^2 r(y),
        \text{ for all $y \geq 0$, and for all $\varepsilon \in [0, 1]$.}
"
2764,1805.10206,"\label{eqT1Supremum}
        \sup_{x \in \R} \lvert T_1(x) \rvert
            \leq A \cdot
                \sup_{{\substack{x \in \R \\ \sigma \in \{-1, 1\}}}}
            \lvert e^{- \tilde \delta x^2} r(\sigma \cdot \lvert y(x) \rvert)
            \rvert.
"
