,id,alg
333,1805.08610,"
\caption{Positive Definite Sphere Radius}
\begin{algorithmic}
\STATE {\bfseries Input:}  center $x_{\text{min}}$, number of directions, $n_u$ tolerance $\epsilon$
\STATE $u\gets \texttt{random\_unit\_vector}$
\STATE $x_{\text{edge}} \gets \texttt{dist\_to\_domain\_boundary} $
\STATE $\hat{R} \gets \| x_{\text{min}} -x_{\text{edge}} \|$
\FOR {$i = 1 ... n_u$}
	\IF {$D(x+\hat{R}u) =0$}
        \STATE $\hat{R}\gets \texttt{binarysearch}(u,\hat{R})$
    \ENDIF
    \STATE $u\gets \texttt{random\_unit\_vector}$
\ENDFOR
\STATE $\textbf{Return}  \: \hat{R}$

\end{algorithmic}
"
334,1805.08462,"
        \DontPrintSemicolon
        \SetKwInOut{Input}{Inputs}
        \SetKwInOut{Output}{Outputs}
        \Input{$n(\le4)$, learning rate $lr$, model $f$, loss function $l$}
        $d_n^{-1} \longleftarrow 0$;\ \ $r_n^{-1} \longleftarrow 0$;\ \ $t \longleftarrow 0$\\
        initialize parameters $w^0$\\
        \While{not terminated}{
        get mini-batch input $x^t$ and label $y^t$\\
        calculate $z^t = f(x^t, w^t)$ and $l^t = l(z^t, y^t)$\\
        calculate gradient $g^t = \frac{\partial l^t}{\partial w^t}$\\
        $d_0^t \longleftarrow d_n^{t-1}$;\ \ $r_0^t \longleftarrow r_n^{t-1}$\\
        $s^t \longleftarrow \text{RNN}_s(d_0^t, r_0^t, g^t)$;\ \ $P^t \longleftarrow diag(\text{RNN}_p(d_0^t, r_0^t, g^t)) $\\
        \textbf{def} $H^tv = \frac{\partial z^t}{\partial w^t}^{\top}H^t_l\frac{\partial z^t}{\partial w^t}v + s^t \odot v, \forall v$ \\
        $d_n^t, r_n^t \longleftarrow \text{PCG}(g^t, H^t, d_0^t, P^t, n, \epsilon=0)$\\
        $w^{t+1} \longleftarrow w^t - lr * d_n^t$\\
        $t \longleftarrow t+1$ \\
        }
        \Output{$w^t$}
        \caption{Meta-Learning with Hessian-Free Approach (MLHF)\label{ML_with_HF}}
    "
335,1805.08462,"
        \DontPrintSemicolon
        \SetKwInOut{Input}{Inputs}
        \SetKwInOut{aim}{Aim}
        \SetKwInOut{Output}{Outputs}
        \aim{compute $A^{-1}b$}
        \Input{$b$, $A$, initial value  $x_0$,\\ Preconditioned Matrix $P$,\\ maximum iteration number $n$, \\
        error threshold $\epsilon$}
        $r_0 \longleftarrow b - Ax_0$\\
        $y_0 \longleftarrow \textbf{solution of } Py=r_0$\\
        $p_0 \longleftarrow y_0 $;\ \ $i \longleftarrow 0$\\
        \While{$\|r_i\|_2 \ge \epsilon $ and $i \le n$}{
        $\alpha_i \longleftarrow \frac{r_i^{\top}y_i}{p_i^{\top}Ap_i}$\\
        $x_{i+1} \longleftarrow x_i + \alpha_i p_i$;\ \ $r_{i+1} \longleftarrow r_i - \alpha_i Ap_i$\\
        $y_{i+1} \longleftarrow \textbf{solution of }Py=r_{i+1}$\\
        $\beta_{i+1} \longleftarrow \frac{r_{i+1}^{\top}y_{i+1}}{r_i^{\top}y_i}$\\
        $p_{i+1} \longleftarrow y_{i+1} +\beta_{i+1}p_i$\\
        $i \longleftarrow i+1$
        }
        \Output{$x_n\text{ with } x_n\simeq A^{-1}b, \text{residual error } r_i$}
        \caption{Preconditioned conjugate gradient algorithm (PCG)\label{PCG}}
    "
336,1805.08328,"[t]
\begin{algorithmic}
\Procedure{\toolname}{$(S,A,P,R),\pi^*,Q^*,M,N$}
\State Initialize dataset $\mathcal{D}\gets\varnothing$
\State Initialize policy $\hat{\pi}_0\gets\pi^*$
\For{$i=1$ {\bf to} $N$}
\State Sample $M$ trajectories $\mathcal{D}_i\gets\{(s,\pi^*(s))\sim d^{(\hat{\pi}_{i-1})}\}$
\State Aggregate dataset $\mathcal{D}\gets\mathcal{D}\cup\mathcal{D}_i$
\State Resample dataset $\mathcal{D}'\gets\{(s,a)\sim p((s,a))\propto\tilde{\ell}(s)\mathbb{I}[(s,a)\in\mathcal{D}]\}$
\State Train decision tree $\hat{\pi}_i\gets\text{TrainDecisionTree}(\mathcal{D}')$
\EndFor
\State\Return Best policy $\hat{\pi}\in\{\hat{\pi}_1,...,\hat{\pi}_N\}$ on cross validation
\EndProcedure
\end{algorithmic}
\caption{Decision tree policy extraction.}
\label{alg:viper}
"
337,1604.04706,"[!ht]
%  \begin{algorithmic}[1]
%    \STATE{$K$: \# classes, $P$: \# workers, $T$: total outer iterations, $t$: outer iteration index, $s$: inner epoch index}
%    \STATE{$W^{(p)}$: weights per worker, $b^{(p)}$: variational parameters per worker}
%    %\FORALL {$p = 1, 2, \ldots P \quad \textbf{\text{in parallel}}$}
%        \STATE{Initialize $W^{(p)}=0$, $b^{(p)}=\frac{1}{K}$}
%        \FORALL { $p = 1, 2, \ldots, P $ in parallel}
%	\FORALL {$t = 1, 2, \ldots, T$}
%		\FORALL{$s = 1, 2, \ldots, P$}
%			\STATE{\text{Send} $W^{(p)}$ \text{to worker on the right}}
%			\STATE{\text{Receive} $W^{(p)}$ \text{from worker on the left}}
%			\STATE{\text{Update} $W^{(p)}$ \text{stochastically using (\ref{eq:dsmlr_sgdupdatew})}}
%			\STATE{\text{Update} $b^{(p)}$ \text{stochastically using (\ref{eq:dsmlr_sgdupdateb})}}
%		\ENDFOR
%	\ENDFOR
%	\ENDFOR
%    %\ENDFOR
%  \end{algorithmic}
%  \caption{DS-MLR Synchronous}
%  \label{alg:dsmlr}
%"
338,1604.04706,"[!ht]
  \begin{algorithmic}[1]
    \STATE {$K$: \# classes, $P$: \# workers, $T$: total outer iterations, $t$: outer iteration index, $s$: inner epoch index}
    \STATE{$W^{(p)}$: weights per worker, $b^{(p)}$: variational parameters per worker}

    %\FORALL {$p = 1, 2, \ldots P \quad \textbf{\text{in parallel}}$}
        \STATE{Initialize $W^{(p)}=0$, $b^{(p)}=\frac{1}{K}$}
        \FORALL { $p = 1, 2, \ldots, P $ in parallel}
	\FORALL {$t = 1, 2, \ldots, T$}
		\FORALL{$s = 1, 2, \ldots, P$}
			\STATE{\text{Send} $W^{(p)}$ \text{to worker on the right}}
			\STATE{\text{Receive} $W^{(p)}$ \text{from worker on the left}}
			\STATE{\text{Update} $W^{(p)}$ \text{stochastically using (\ref{eq:dsmlr_sgdupdatew})}}
		\ENDFOR
		
		\FORALL{$s = 1, 2, \ldots, P$}
			\STATE{\text{Send} $W^{(p)}$ \text{to worker on the right}}
			\STATE{\text{Receive} $W^{(p)}$ \text{from worker on the left}}
                         \STATE{\text{Compute partial sums}}
		\ENDFOR
		\STATE{\text{Update} $b^{(p)}$} \text{exactly (\ref{eq:closedform_a}) using the partial sums}
	\ENDFOR
	\ENDFOR
    %\ENDFOR
  \end{algorithmic}
  \caption{DS-MLR Synchronous}
  \label{alg:dsmlr_1delay}
"
339,1604.04706,"[!ht]
\begin{algorithmic}[1]
	\STATE {$K$: total \# classes, $P$: total \# workers, $T$: total outer iterations, $W^{(p)}$: weights per worker}
	\STATE{$b^{(p)}$: variational parameters per worker, \; queue[$P$]: array of $P$ worker queues}
	\vspace*{0.1cm}
	\STATE{Initialize $W^{(p)}=0$, $b^{(p)}=\frac{1}{K}$ {\small \texttt{//Initialize parameters}}}
	\vspace*{0.1cm}
	\FOR {$k \in W^{(p)}$}
        		\STATE{Pick $q$ uniformly at random}
%        		\STATE{Compute index of queue to push: $q = k \pmod P$}		
        		\STATE{queue[$q$].push($(k, \wb_{k}))$ {\small \texttt{//Initialize worker queues}}}
        \ENDFOR
        	\vspace*{0.1cm}
	\STATE{{\small \texttt{//Start P workers}}}        
        \FORALL { $p = 1, 2, \ldots, P $ in parallel}
        		\FORALL {$t = 1, 2, \ldots, T$}
			\REPEAT
				\STATE {$(k, \wb_{k}) \leftarrow \text{queue[p].pop()}$}
				\STATE {\text{Update} $\wb_{k}$ \text{stochastically using (\ref{eq:dsmlr_sgdupdatew})}}
				\STATE{\text{Compute partial sums}}
				\STATE{Compute index of next queue to push to: $\qhat$}
				\STATE{queue[$\qhat$].push($(k, \wb_{k}))$}
			\UNTIL{\# of updates is equal to $K$}
			\STATE{\text{Update} $b^{(p)}$} \text{exactly (\ref{eq:closedform_a}) using the partial sums}
		\ENDFOR
        \ENDFOR
  \end{algorithmic}
  \caption{DS-MLR Asynchronous}
  \label{alg:dsmlr_nomad}
"
340,1706.00359,"[t]
\footnotesize
\caption{Unbounded Recurrent Neural Topic Model}
\begin{algorithmic}[1]
	\item Initialise $\Theta$ and $\Phi$;  Set active topic number $i$
	\REPEAT
	\FOR{$s \in \text{minibatches } S $}
		\FOR{$ k \in  [1, i] $}
		\STATE{ Compute topic vector $t_k = \text{RNN}_\text{Topic}(t_{k-1})$ }
		\STATE{ Compute topic distribution  $\beta_k = \text{softmax}(v \cdot t_k^T)$}
		\ENDFOR
    \FOR{$d\in  D_s$}
      \STATE{ Sample topic proportion  $\hat{\theta}  \sim  G_\text{RSB} (\theta | \mu(d), \sigma^2(d))$}
      \FOR{$w\in \text{document } d$}
      		 \STATE{ Compute log-likelihood  $\log p(w|\hat{\theta}, \beta) $}
      \ENDFOR
      \STATE{ Compute lowerbound $\mathcal{L}_d^{i-1}$ and $\mathcal{L}_d^{i}$ }
      \STATE{ Compute gradients $\nabla_{\Theta,\Phi} \mathcal{L}_d^{i}$ and update}
    \ENDFOR
    \STATE{ Compute likelihood increase $\mathcal{I}$}
    \IF {$\mathcal{I}>\gamma$}
         \STATE{ Increase active topic number $i=i+1$}
    \ENDIF
    \ENDFOR
    \UNTIL{Convergence}
\end{algorithmic}
\label{al:rntm}
\vspace{-0.5em}
"
341,1805.08249,"[t]
\SetAlCapFnt{\small}
\SetAlCapNameFnt{\small}
\small

\SetKwInOut{Input}{input}
\SetKwInOut{Output}{output}
\Input{an initial classifier $f^{(0)}$, an initial mapping $m^{(0)}$, \\
dataset $D$, number of iterations $K$}
\Output{the final mapping $m^{(K)}$}
Initialize a sample set $F^{(0)}=\{ f^{(0)} \}$.

\For{$k \leftarrow 1$ \KwTo $K$}{
$\theta_{f^{(k)}} \leftarrow \theta_{f^{(k-1)}} - \eta_f \nabla_{\theta_f} L(m^{(k-1)}, f^{(k-1)})$

$F^{(k)} \leftarrow F^{(k-1)} \cup \{ f^{(k)} \}$

$f' \leftarrow \text{Sample}(F^{(k)})$

$\theta_{m^{(k)}} \leftarrow \theta_{m^{(k-1)}} + \eta_m \nabla_{\theta_{m}} S(m^{(k-1)}, f')$

$F^{(k)} \leftarrow \text{Thin}(F^{(k)})$
}
\caption{\label{alg1}
Classifier-agnostic saliency map extraction}
"
342,1805.08241,"[t]
{ %
 \caption{{Pardalos and Kovoor's Algorithm}\label{alg:pardalos}}
\begin{algorithmic}[1]
  \STATE {\bfseries input:} 
   $\bs{a}, \bs{b}, \bs{c}, d$
   \STATE Initialize working set $\mathcal{W}\leftarrow \{1,\ldots,J\}$
   \STATE Initialize set of split points:\label{algline:splitpoints} 
   $$\mathcal{P}\leftarrow \{a_j, b_j\}_{j=1}^J \cup \{\pm \infty\}$$
   \STATE Initialize $\tau_{\mathrm{L}}\leftarrow -\infty$, 
    $\tau_{\mathrm{R}}\leftarrow \infty$, $s_{\mathrm{tight}}\leftarrow 0$, $\xi \leftarrow 0$.
	\WHILE{$\mathcal{W} \ne \varnothing$}
	\STATE Compute $\tau\leftarrow \mathrm{Median}(\mathcal{P})$
	\STATE Set $s \leftarrow s_{\mathrm{tight}} + 
\sum_{j\in \mathcal{W}\,|\, b_i < \tau} c_j b_j + \sum_{j\in \mathcal{W}\,|\, a_j > \tau} c_j a_j + (\xi + \sum_{j \in \mathcal{W}\,|\, a_j \le \tau \le b_j} c_j)\tau$ 	
	\STATE If $s \le d$, set $\tau_{\mathrm{L}} \leftarrow \tau$;
	if $s \ge d$, set $\tau_{\mathrm{R}} \leftarrow \tau$
	\STATE Reduce set of split points: $\mathcal{P} \leftarrow \mathcal{P} \cap [\tau_{\mathrm{L}},\tau_{\mathrm{R}}]$
	\STATE Update tight-sum: $s_{\mathrm{tight}} \leftarrow s_{\mathrm{tight}} + 
\sum_{j\in \mathcal{W}\,|\, b_i < \tau_L} c_j b_j + \sum_{j\in \mathcal{W}\,|\, a_j > \tau_R} c_j a_j$
	\STATE Update slack-sum: $\xi \leftarrow \xi + \sum_{j\in \mathcal{W}\,|\,a_j \le \tau_L \wedge b_j \ge \tau_R} c_j$
    \STATE Update working set: $\mathcal{W} \leftarrow \{j \in \mathcal{W} \,|\, \tau_L < a_j < \tau_R \vee \tau_L < b_j < \tau_R\}$
	\ENDWHILE
   \STATE Define $y^* \leftarrow(d-s_{\mathrm{tight}})/\xi$
   \STATE Set $x_j^{\star} = \max\{a_j, \min\{b_j, y\}\}, \,\, \forall j \in [J]$
   \STATE \textbf{output:} $\bs{x}^{\star}$. 
\end{algorithmic}}
"
343,1805.08241,"[t]
%   \caption{Constrained Softmax Backprop}
%\begin{algorithmic}[1]\label{alg:csoftmax_bprop}
%   \REQUIRE $\bs{z}$, $\bs{u}$, $\mathrm{d}\bs{\alpha}$ 
%   (and cached $\bs{\alpha}$, $\mathcal{A}$, $s$ from Alg.~\ref{alg:csparsemax})
%   \ENSURE $\mathrm{d}\bs{z}$, $\mathrm{d}\bs{u}$
%   \STATE $m := \sum_{i \in \mathcal{A}} \alpha_i \,\, \mathrm{d}\alpha_i / (1-s)$
%   \FOR{$i \in [L]$}
%   \IF{$i \in \mathcal{A}$}
%   \STATE $\mathrm{d}z_i := \alpha_i (\mathrm{d}\alpha_i - m)$, \quad $\mathrm{d}u_i := 0$
%%   \STATE $\mathrm{d}u_i = 0$
%   \ELSE
%   \STATE $\mathrm{d}z_i := 0$, \quad $\mathrm{d}u_i := \mathrm{d}\alpha_i - m$
%%   \STATE $\mathrm{d}u_i = \mathrm{d}\alpha_i - m$
%   \ENDIF
%   \ENDFOR
%\end{algorithmic}
%"
344,1805.08241,"[t]
%   \caption{Constrained Sparsemax Backprop}
%\begin{algorithmic}[1]\label{alg:csparsemax_bprop}
%   \REQUIRE $\bs{z}$, $\bs{u}$, $\mathrm{d}\bs{\alpha}$ 
%   (and cached $\mathcal{R}_1, \mathcal{R}_2, \mathcal{R}_3$, from Alg.~\ref{alg:csparsemax})
%   \ENSURE $\mathrm{d}\bs{z}$, $\mathrm{d}\bs{u}$
%   \STATE $m := \frac{1}{|\mathcal{R}_1|}\sum_{i \in \mathcal{R}_1} \mathrm{d}\bs{\alpha}$
%   \FOR{$i \in [L]$}
%   \IF{$i \in \mathcal{R}_1$}
%   \STATE $\mathrm{d}z_i := \mathrm{d}\alpha_i - m$, \quad $\mathrm{d}u_i := 0$
%%   \STATE $\mathrm{d}u_i = 0$
%   \ELSIF{$i \in \mathcal{R}_2$}
%   \STATE $\mathrm{d}z_i := 0$, \quad $\mathrm{d}u_i := \mathrm{d}\alpha_i - m$
%%   \STATE $\mathrm{d}u_i = \mathrm{d}\alpha_i - m$
%   \ELSE
%   \STATE $\mathrm{d}z_i := 0$, \quad $\mathrm{d}u_i := 0$
%   \ENDIF
%   \ENDFOR
%\end{algorithmic}
%"
345,1707.09049,"[!ht]
	\caption{Variational Joint Filtering (single step)}
	\label{alg:filtering}
	\begin{algorithmic}
		\Procedure{VJF}{$\vy_{t}, \bm{u}_{t-1}, \bm{\mu}_{t-1}, \vs_{t-1}, \bm{\Theta}$}
		\State $\epsilon_{t} \gets \mathcal{N}(\bm{0}, \vI), \; \epsilon_{t-1} \gets \mathcal{N}(\bm{0}, \vI)$ \Comment{Draw random samples}
		\State [$\bm{\mu}_{t}, \vs_{t}] \coloneqq \vh(\vy_{t}, \vu_{t-1}, \bm{\mu}_{t-1}, \vs_{t-1})$ \Comment{State estimation}
			\State $\tilde\vx_{t} \coloneqq \bm{\mu}_{t} + \vs_{t}^{\nicefrac{1}{2}} \epsilon_t$
			\State $\tilde\vx_{t-1} \coloneqq \bm{\mu}_{t-1} + \vs_{t-1}^{\nicefrac{1}{2}} \epsilon_{t-1}$ % 
			\State Update $\bm{\Theta}$ with $\grad_{\bm{\Theta}}
		\hat{\mathcal{L}}(\bm{\Theta}; \vy_{t}, \tilde\vx_{t}, \tilde\vx_{t-1}, \bm{u}_{t-1})$
			\Comment{Model update}
			\State\Return $\bm{\mu}_{t}, \vs_{t}$ and $\bm{\Theta}$
		\EndProcedure
	\end{algorithmic}
"
346,1805.08061,"[H]
% \KwData{Stream of data $\sample_t$, function $\AnyOpNA$, in-control value $\theta^\star$, forgetting factor $0<\updt<1$, threshold $\thres>0$, initial value $\Sketch_0$}
%% Initialize $\Sketch_0 =\initvec$\;
% \For{$t=1,2,\ldots$}{
%  $\Sketch_t = (1-\updt) \Sketch_{t-1} + \updt  \AnyOp{\sample_t}$\;
%  \If{$\norm{\Sketch_t - \theta^\star} \geq \thres$}{Flag $t$ as a change-point}
% }
%% \vspace{12pt}
%\caption{\small \EWMA{}}
%\label{alg:ewma}
%"
347,1805.08000,"
  \caption{Training with ANL}
  \label{alg1}
  \begin{algorithmic}
  %%\ENSURE $y = x^n$
  %%\STATE Randomly initialize network N
  \REQUIRE $\epsilon > 0$
  \REPEAT
%  	\STATE $\bm \eta \gets 0$
	\STATE Sample a batch $\{\bm X, \bm Y\}$ from the training data.
  	\STATE Forward-propagation calculate the loss $J(\bm X, \bm Y;\bm \theta, 0)$ and standard deviation of intermediate activations.
  	\STATE Backward-propagation calculate the gradients.
  	\FOR{$t$ := 1 to $L$}
  		\STATE update $\bm \eta_t$ with Eq.~(\ref{eq:etat})
  	\ENDFOR
  	\STATE Second forward-propagation get $J(\bm X, \bm Y;\bm \theta, \bm \eta)$
  	\STATE Second backward-propagation calculate the gradients.
  	\STATE Update network with $\bm \theta \gets \bm \theta - \lambda \nabla_{\bm \theta} J(\bm x, y; \bm \theta, \bm \eta)$
  \UNTIL training finish
  \end{algorithmic}
"
348,1805.08000,"
  \caption{Training with CANL}
  \label{alg2}
  \begin{algorithmic}
  %%\ENSURE $y = x^n$
  %%\STATE Randomly initialize network N
  \REQUIRE $\epsilon > 0$
  \STATE $\bm G_t^c$ is the $t^{th}$ layer gradient cache for class $c$. The network containing $L$ convolutional blocks. Training data containing $C$ classes.
  \FOR{$t$ := $1$ to $L$}
  	\FOR{$c$ := $1$ to $C$}
  		\STATE $\bm G_t^c \gets 0$
  	\ENDFOR
  \ENDFOR
  \REPEAT
  	\STATE Sample a batch $\{\bm X, \bm Y\}$ from the training data.
  	\FOR{$t$ := $1$ to $L$}
  		\STATE  Get gradients $\bm g_t$ from the cache $\bm G_t$ according to $\bm Y$ to calculate noise $\bm \eta_t$.
  	\ENDFOR
  	\STATE Forward-propagation calculate the loss $J(\bm X, \bm Y;\bm \theta, \bm \eta)$
  	\STATE Backward-propagation calculate the gradients.
  	\FOR{$t$ := $1$ to $L$}
  		\STATE For every class $c$ in $\bm Y$, we random sample a corresponding $\bm x$ from $\bm X$ and then update cache with $\bm G_t^c \gets \nabla_{\bm h_t} J(\bm x, y;\bm \theta, \bm \eta)$.
  	\ENDFOR
  	\STATE Update network with $\bm \theta \gets \bm \theta - \lambda \nabla_{\bm \theta} J(\bm X, \bm Y; \bm \theta, \bm \eta)$
%  	\STATE $\bm \eta \gets 0$
%  	\STATE calculate the loss $J(\bm x,y;\bm \theta, \bm \eta)|_{\bm \eta = 0}$
%  	\STATE $\bm g_t \gets \nabla_{\bm h_t} J(\bm x, y;\bm \theta,\bm \eta)|_{\bm \eta = 0}$
%  	\FOR{$\bm h_t$ in $\bm h$}
%  		\STATE calculate $s(\bm h_t)$
%  		\STATE update $\bm \eta_t$ with Eq.~(\ref{eq:etat})
%  	\ENDFOR
%  	\STATE calculate the loss $J(\bm x,y;\bm \theta, \bm \eta)$ with adversarial noise $\bm \eta$
%  	\STATE update network with $\bm \theta \gets \bm \theta - \lambda \nabla_{\bm \theta} J(\bm x, y; \bm \theta, \bm \eta)$
  \UNTIL training finish
  \end{algorithmic}
"
349,1805.07909,"[tbh]
%   \caption{Quick Shift}
%   \label{alg:quickshift}
%\begin{algorithmic}
%	\STATE Input: Samples $X_{[n]} := \{x_1,...,x_n\}$, empirical density function $\widehat{f}$, segmentation parameter $\tau > 0$.
%	\STATE Initialize directed graph $G$ with vertices $\{x_1,...,x_n\}$ and no edges.
%	\FOR{$i = 1$ to $n$}
%	\IF{there exists $x \in X_{[n]}$ such that $\widehat{f}(x) > \widehat{f}(x_i)$ and $||x-x_i|| \le \tau$}
%	\STATE Add to $G$ a directed edge from $x_i$ to $\text{argmin}_{x_j \in X_{[n]} : \widehat{f}(x_j) > \widehat{f}(x_i)} ||x_i - x_j||$.
%	\ENDIF
%	\ENDFOR
%	\STATE {\bf return} $G$.
%\end{algorithmic}
%"
350,1805.07909,"[H]
   \caption{MCores (estimating cluster-cores)}
   \label{alg:clustercore}
\begin{algorithmic}
   \STATE Parameters $k$, $\beta$
   \STATE Initialize $\widehat{\mathcal{M}}:= \emptyset$.
   \STATE Sort the $x_i$'s in decreasing order of $f_k$ values (i.e. $f_k(x_i) \geq f_k(x_{i+1})$). 
   \FOR{$i=1$ {\bfseries to} $n$}
   \STATE Define $\lambda := f_k(x_i)$.
   \STATE Let $A$ be the CC of $G(\lambda - \beta \lambda)$ containing $x_i$. 
   \IF{$A$ is disjoint from all cluster-cores in $\widehat{\mathcal{M}}$}
   \STATE Add $A$ %$\{x \in A : f_k(x) \ge \lambda - \beta \lambda\}$ 
   to $\widehat{\mathcal{M}}$. 
    \ENDIF
   \ENDFOR
   \STATE \textbf{return} $\widehat{\mathcal{M}}$.
\end{algorithmic}
"
351,1805.07909,"[H]
   \caption{Quickshift++}
   \label{alg:quickshiftpp}
\begin{algorithmic}
   \STATE Let $\widehat{\mathcal{M}}$ be the cluster-cores obtained by running Algorithm~\ref{alg:clustercore}.
   \STATE Initialize directed graph $G$ with vertices $\{x_1,...,x_n\}$ and no edges.
   \FOR{$i=1$ {\bfseries to} $n$}
   	\STATE If $x_i$ is not in any cluster-core, then add to $G$ an edge from $x_i$ to its closest sample $x \in X_{[n]}$ such that $f_k(x) > f_k(x_i)$.
   \ENDFOR
   \STATE For each cluster-core $M \in \widehat{\mathcal{M}}$, let $\widehat{\mathcal{C}}_M$ be the points $x \in X_{[n]}$ such that the directed path in $G$ starting at $x$ ends in $M$.
   \STATE \textbf{return} $\{\widehat{\mathcal{C}}_M : M \in  \widehat{\mathcal{M}}\}$.
\end{algorithmic}
"
352,1805.07898,"%[t]
	\small
	\SetAlgoNoLine
	\SetKwInOut{Input}{Input}
	\SetKwInOut{Output}{Output}
	
	\Input{Training dataset $\bm{X}$, total iterations $T$, model $Q(\bm{x}, \bm{w})$ with initial parameter $\bm{w}=\bm{w}_0$}
	\Indp
	\begin{algorithmic}[1]
		\FOR{$t \in \{0,\dots,T-1\}$}
		\STATE Randomly sample a batch data $\bm{x}_t$ from $\bm{X}$
		\STATE Perturbation: $\bm{w}_t = \bm{w}_t + \bm{\theta}_t$
		where $\theta_{ti} \overset{\text{i.i.d.}}{\sim} U(-a, a)$
		\STATE Back-propagation: $\bm{g}_t = \frac{\partial Q(\bm{x}_t, \bm{w}_t)}{\partial \bm{w}_t} $
		\STATE Denoising: $\bm{w}_t = \bm{w}_t - \bm{\theta}_t$
		\STATE Updating: $\bm{w}_{t+1} = \bm{w}_t - \eta_t \cdot \bm{g}_t$
		
		\ENDFOR
	\end{algorithmic}
	
	\Indm\Output{}
	\Indp
	The model $Q(\bm{x}, \bm{w})$ with final parameter $\bm{w}=\bm{w}_T$
	\caption{\sout{} in Back Propagation} 
	\label{algo:smoothbp}
"
353,1805.07898,"[H]
%		\small
%		\SetAlgoNoLine
%		\SetKwInOut{Input}{Input}
%		\SetKwInOut{Output}{Output}
%		
%		\Input{Training dataset $\bm{X}$, total iterations $T$, model $Q(\bm{x}, \bm{w})$ with initial parameter $\bm{w}=\bm{w}_0$}
%		\Indp
%		\begin{algorithmic}[1]
%		  \FOR{$t \in \{0,\dots,T-1\}$}
%		    \STATE Randomly sample a batch data $\bm{x}_t$ from $\bm{X}$
%		    \STATE Perturbation: $\bm{w}_t = \bm{w}_t + \bm{\theta}_t$
%		    where $\theta_{ti} \overset{\text{i.i.d.}}{\sim} U(-a, a)$
%		    \STATE Back-propagation: $\bm{g}_t = \frac{\partial Q(\bm{x}_t, \bm{w}_t)}{\partial \bm{w}_t} $
%		    \STATE Denoising: $\bm{w}_t = \bm{w}_t - \bm{\theta}_t$
%		    \STATE Updating: $\bm{w}_{t+1} = \bm{w}_t - \eta_t \cdot \bm{g}_t$
%
%		  \ENDFOR
%	    \end{algorithmic}
%		
%		\Indm\Output{}
%		\Indp
%		The model $Q(\bm{x}, \bm{w})$ with final parameter $\bm{w}=\bm{w}_T$
%		\caption{\sout{} in Back Propagation} 
%		\label{algo:smoothbp}
%	"
354,1710.10766,"[t]
	\caption{PixelDefend}
	\label{alg:pixeldefend}
	\begin{algorithmic}[1]
		\Require Image $\bf X$, Defense parameter $\epsilon_{\text{defend}}$, Pre-trained PixelCNN model $p_{\text{CNN}}$
		\Ensure Purified Image $\bf X^{*}$    
		\State $\mbf{X}^* \gets \mbf{X}$
		\For{each row $i$}
		\For{each column $j$}
		\For{each channel $k$}
		\State $x \leftarrow \mbf{X}[i, j, k]$
		\State Set feasible range $R \leftarrow [\max(x-\epsilon_{\text{defend}}, 0), \min(x+ \epsilon_{\text{defend}}, 255)]$
		\State Compute the 256-way softmax $p_{\text{CNN}}(\mbf{X}^*)$.
		\State Update $\mbf{X^{*}}[i, j, k] \leftarrow \argmax_{z \in R} p_{\text{CNN}}[i, j, k, z]$
		\EndFor
		\EndFor        
		\EndFor
		\begin{comment}
		\State Compute the original cross-entropy loss $l \gets L(\mbf{X}, p_{\text{CNN}}(\mbf{X}))$
		\State Compute the cross-entropy loss $l^* \gets L(\mbf{X}^*, p_{\text{CNN}}(\mbf{X}^*))$
		\If{$l < l^*$}
		\State $\mbf{X}^* \gets \mbf{X}$
		\EndIf
		\end{comment}
	\end{algorithmic}
"
355,1805.07889,"[tp]
		\caption{Decoding from the Labeling Sequence} 
		\label{alg_decode}
		\begin{algorithmic}[1]
			\REQUIRE A labeling sequence $\tau=\{t_1, t_2, \dots, t_i, \dots\, t_N\}$, and its corresponding sentence $S = \{w_1, w_2, \dots, w_i, \dots, w_N\}$.
			\ENSURE A list of aspect term triples
			\STATE $result \gets ()$
			\STATE $temp \gets \text{``''}$
			\STATE $start \gets 0$
			\FOR{$i=1$; $i \leq N$; $i++$}
			\IF{$t_i = \text{``O''}$ \AND $temp \neq \text{``''}$} 
			\STATE $result \gets result + (w_{start:i}, start, i)$
			\STATE $temp \gets \text{``''}$
			\STATE $start \gets 0$
			\ELSE 
			\IF{$t_i = \text{``B-AP''}$}
			\IF{$temp \neq \text{``''}$}
			\STATE $result \gets result + (w_{start:i}, start, i)$
			\ENDIF
			\STATE $temp \gets t_i$
			\STATE $start \gets i$
			\ENDIF
			\ENDIF
			\ENDFOR
			\IF{$temp \neq \text{``''}$}
			\STATE $result \gets result + (w_{start:i}, start, i)$
			\ENDIF
			\RETURN\!\!{$result$}
		\end{algorithmic}
	"
